               a(1) = (   0.966410  -0.000000  -0.000000 )  
               a(2) = (  -0.483205   0.836936   0.000000 )  
               a(3) = (   0.000000   0.000000   1.512308 )  
               a(1) = (   0.973990  -0.000000   0.000000 )  
               a(2) = (  -0.486995   0.843500   0.000000 )  
               a(3) = (   0.000000  -0.000000   1.504074 )  
               a(1) = (   0.974483   0.000000   0.000000 )  
               a(2) = (  -0.487241   0.843927  -0.000000 )  
               a(3) = (   0.000000  -0.000000   1.506026 )  
               a(1) = (   0.974506  -0.000000  -0.000000 )  
               a(2) = (  -0.487253   0.843947  -0.000000 )  
               a(3) = (  -0.000000   0.000000   1.506942 )  
               a(1) = (   0.974486  -0.000000  -0.000000 )  
               a(2) = (  -0.487243   0.843930   0.000000 )  
               a(3) = (  -0.000000  -0.000000   1.506647 )  
               a(1) = (   0.974493  -0.000000   0.000000 )  
               a(2) = (  -0.487247   0.843936   0.000000 )  
               a(3) = (   0.000000   0.000000   1.506608 )  
               a(1) = (   0.974475  -0.000000   0.000000 )  
               a(2) = (  -0.487238   0.843920  -0.000000 )  
               a(3) = (  -0.000000  -0.000000   1.506610 )  
               a(1) = (   0.974500   0.000000  -0.000000 )  
               a(2) = (  -0.487250   0.843942  -0.000000 )  
               a(3) = (  -0.000000  -0.000000   1.506616 )  
               a(1) = (   0.974493  -0.000000  -0.000000 )  
               a(2) = (  -0.487246   0.843936  -0.000000 )  
               a(3) = (  -0.000000  -0.000000   1.506586 )  
               a(1) = (   0.974580  -0.000000   0.000000 )  
               a(2) = (  -0.487290   0.844011   0.000000 )  
               a(3) = (  -0.000000   0.000000   1.507009 )  
               a(1) = (   0.974489  -0.000000   0.000000 )  
               a(2) = (  -0.487245   0.843933   0.000000 )  
               a(3) = (   0.000000   0.000000   1.506592 )  
               a(1) = (   0.974470   0.000000  -0.000000 )  
               a(2) = (  -0.487235   0.843915  -0.000000 )  
               a(3) = (   0.000000  -0.000000   1.506611 )  
